Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1236,70,RL,100,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1920,14000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,14000,Unf,14000,100,100,GasA,Gd,Y,FuseF,900,900,14000,14000,0,0,1,1,4,1,TA,9,Typ,0,,Detchd,1920,Unf,1,14000,Fa,Fa,N,14000,100,14000,14000,14000,14000,,0,7,2006,WD,Normal,138887
1237,160,RL,40,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2010,3000,Gable,CompShg,VinylSd,Wd Shng,Stone,200,Gd,TA,PConc,Gd,TA,No,Unf,3000,Unf,3000,100,100,GasA,Ex,Y,SBrkr,800,900,3000,3000,0,0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2010,RFn,2,3000,TA,TA,Y,3000,100,3000,3000,3000,3000,,0,6,2010,WD,Normal,175500
1238,60,RL,50,13000,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2010,13000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,13000,Unf,13000,100,100,GasA,Ex,Y,SBrkr,900,1200,13000,13000,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2010,Fin,2,13000,TA,TA,Y,13000,100,13000,13000,13000,13000,,0,9,2006,WD,Normal,195000
1239,20,RL,70,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2010,14000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,14000,Unf,14000,100,100,GasA,Ex,Y,SBrkr,1200,0,14000,14000,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,2010,Unf,2,14000,TA,TA,Y,14000,100,14000,14000,14000,14000,,0,3,2006,WD,Abnorml,142500
1240,20,RL,70,10000,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2010,10000,Hip,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,Av,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1500,0,10000,10000,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2010,RFn,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,12,2007,WD,Normal,265900
1241,60,RL,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,Gd,TA,PConc,Gd,TA,No,GLQ,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,900,900,9000,9000,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2010,RFn,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,7,2008,WD,Normal,224900
1242,20,RL,90,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2010,10000,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1700,0,10000,10000,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2010,RFn,3,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,6,2007,New,Partial,248328
1243,85,RL,90,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1980,11000,Gable,CompShg,Plywood,Plywood,BrkFace,100,TA,TA,CBlock,Gd,TA,Gd,GLQ,11000,LwQ,11000,100,100,GasA,TA,Y,SBrkr,1200,0,11000,11000,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1980,RFn,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,MnPrv,0,1,2010,WD,Family,170000
1245,70,RL,,12000,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1930,12000,Gable,CompShg,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,No,Unf,12000,Unf,12000,,,GasA,Fa,Y,SBrkr,800,800,12000,12000,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1940,Unf,2,12000,TA,TA,Y,12000,,12000,12000,12000,12000,,0,6,2006,WD,Normal,230000
1247,60,FV,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,800,800,9000,9000,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2010,RFn,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,3,2006,New,Partial,186500
1249,75,RM,60,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1920,10000,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,10000,Unf,10000,100,100,OthW,Fa,N,SBrkr,1200,1000,10000,10000,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,10000,Fa,Fa,P,10000,100,10000,10000,10000,10000,,0,4,2008,WD,Normal,129500
1250,20,RL,60,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,7,1950,8000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,8000,Rec,8000,100,100,GasA,TA,Y,SBrkr,1000,0,8000,8000,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1950,Unf,1,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,5,2007,WD,Normal,119000
1251,20,RL,100,12000,Pave,Reg,Lvl,AllPub,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,7,5,1970,12000,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,12000,Unf,12000,100,100,GasA,Ex,Y,SBrkr,2200,0,12000,12000,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1970,Fin,2,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,4,2010,WD,Normal,244000
1256,50,RM,60,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,7000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,7000,Unf,7000,100,100,GasA,TA,Y,FuseA,1000,500,7000,7000,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1980,Unf,1,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,,0,11,2007,WD,Normal,127500
1257,20,RL,100,15000,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,2000,15000,Hip,CompShg,HdBoard,HdBoard,BrkFace,600,Gd,TA,PConc,Gd,TA,Gd,GLQ,15000,Unf,15000,100,100,GasA,Ex,Y,SBrkr,2000,0,15000,15000,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,15000,TA,TA,Y,15000,100,15000,15000,15000,15000,,0,8,2008,WD,Normal,301500
1259,80,RL,60,10000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2010,10000,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Gd,TA,Gd,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1200,0,10000,10000,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2010,Fin,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,7,2008,WD,Normal,190000
1165,80,RL,,17000,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1980,17000,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,17000,Rec,17000,,,GasA,Ex,Y,SBrkr,1500,0,17000,17000,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1980,Unf,2,17000,TA,TA,Y,17000,,17000,17000,17000,17000,,0,6,2007,WD,Normal,194000
307,60,RL,120,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,14000,Gable,CompShg,HdBoard,Plywood,BrkFace,300,Gd,TA,CBlock,Gd,TA,No,ALQ,14000,Unf,14000,200,200,GasA,Gd,Y,SBrkr,1200,1200,14000,14000,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990,RFn,3,14000,TA,TA,Y,14000,200,14000,14000,14000,14000,,0,6,2007,WD,Normal,225000
221,20,RL,80,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,1500,0,9000,9000,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2010,RFn,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,4,2006,New,Partial,204900
222,60,RL,,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,9000,Unf,9000,,,GasA,Ex,Y,SBrkr,1100,1300,9000,9000,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2010,RFn,2,9000,TA,TA,Y,9000,,9000,9000,9000,9000,,0,12,2009,ConLI,Normal,200000
223,60,RL,90,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1980,12000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,12000,Unf,12000,100,100,GasA,TA,Y,SBrkr,900,800,12000,12000,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980,RFn,2,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,MnPrv,0,2,2006,WD,Normal,179900
1260,20,RL,70,10000,Pave,Reg,Lvl,AllPub,FR2,Gtl,mes,Norm,Norm,1Fam,1Story,6,8,1970,10000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,10000,LwQ,10000,100,100,GasA,Gd,Y,SBrkr,1100,0,10000,10000,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970,Unf,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,7,2008,WD,Normal,151000
1261,60,RL,,25000,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,25000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,25000,Unf,25000,,,GasA,Ex,Y,SBrkr,900,800,25000,25000,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,Fin,2,25000,TA,TA,Y,25000,,25000,25000,25000,25000,,0,6,2009,WD,Normal,181000
1262,20,RL,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1960,10000,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,10000,Unf,10000,100,100,GasA,Gd,Y,SBrkr,1100,0,10000,10000,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1960,Unf,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,6,2009,WD,Normal,128900
1263,50,RL,,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1960,12000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,12000,Unf,12000,,,GasA,Ex,Y,FuseA,1200,700,12000,12000,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1960,Unf,1,12000,TA,TA,Y,12000,,12000,12000,12000,12000,,0,11,2009,WD,Normal,161500
115,70,RL,70,8000,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1950,8000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,8000,LwQ,8000,100,100,GasA,Ex,Y,SBrkr,1500,900,8000,8000,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1950,Unf,1,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,MnPrv,0,7,2007,WD,Normal,259500
1264,70,RL,60,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1920,14000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,14000,Unf,14000,100,100,GasA,Ex,Y,FuseA,1100,800,14000,14000,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940,Unf,2,14000,TA,TA,N,14000,100,14000,14000,14000,14000,GdPrv,0,7,2007,WD,Normal,180500
1266,160,FV,40,4000,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2000,4000,Hip,CompShg,MetalSd,MetalSd,BrkFace,300,Gd,TA,PConc,Gd,TA,No,GLQ,4000,Unf,4000,100,100,GasA,Ex,Y,SBrkr,800,800,4000,4000,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,2000,Unf,2,4000,TA,TA,Y,4000,100,4000,4000,4000,4000,,0,3,2006,WD,Normal,183900
1267,190,RM,60,11000,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,11000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,No,Unf,11000,Unf,11000,100,100,GasA,TA,N,FuseF,1000,1000,11000,11000,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960,Unf,1,11000,TA,TA,N,11000,100,11000,11000,11000,11000,MnPrv,0,1,2007,WD,Normal,122000
1268,20,RL,90,14000,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2010,14000,Hip,CompShg,Stucco,CmentBd,None,0,Ex,TA,PConc,Ex,TA,Gd,Unf,14000,Unf,14000,100,100,GasA,Ex,Y,SBrkr,2100,0,14000,14000,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2010,Fin,3,14000,TA,TA,Y,14000,100,14000,14000,14000,14000,,0,5,2010,WD,Normal,378500
1269,50,RL,,15000,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1940,15000,Gable,CompShg,Stucco,Stucco,BrkFace,700,TA,Gd,CBlock,TA,TA,Mn,Rec,15000,Unf,15000,,,GasA,Ex,Y,SBrkr,2000,1500,15000,15000,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1990,Unf,3,15000,TA,TA,Y,15000,,15000,15000,15000,15000,GdWo,0,5,2008,WD,Normal,381000
1270,50,RL,80,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Feedr,Norm,1Fam,1.5Fin,5,5,1960,12000,Gable,CompShg,MetalSd,MetalSd,BrkFace,200,TA,TA,CBlock,TA,TA,No,BLQ,12000,Unf,12000,100,100,GasW,TA,Y,FuseA,900,700,12000,12000,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1960,Unf,1,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,GdWo,0,7,2007,WD,Normal,144000
1273,20,RL,,14000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1970,14000,Hip,CompShg,HdBoard,Plywood,BrkFace,200,TA,TA,CBlock,TA,TA,No,BLQ,14000,LwQ,14000,,,GasA,TA,Y,SBrkr,1000,0,14000,14000,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1970,Unf,1,14000,TA,TA,Y,14000,,14000,14000,14000,14000,MnPrv,0,11,2006,WD,Normal,137000
1274,80,RL,130,12000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1960,12000,Gable,CompShg,Plywood,Plywood,BrkFace,100,TA,TA,CBlock,TA,TA,Av,ALQ,12000,Unf,12000,200,200,GasA,Gd,Y,SBrkr,1400,0,12000,12000,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1960,RFn,1,12000,TA,TA,Y,12000,200,12000,12000,12000,12000,GdPrv,0,5,2008,WD,Normal,177000
1275,50,RL,60,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,6000,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,6000,Unf,6000,100,100,GasA,Ex,Y,SBrkr,700,600,6000,6000,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1990,Unf,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,11,2007,WD,Normal,139000
1276,90,RL,100,12000,Pave,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,Duplex,2Story,5,5,1950,12000,Gable,Roll,AsbShng,AsbShng,Stone,600,TA,TA,CBlock,TA,TA,No,Rec,12000,Unf,12000,100,100,GasA,Gd,Y,FuseA,1000,1000,12000,12000,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1950,Unf,2,12000,TA,Fa,Y,12000,100,12000,12000,12000,12000,,0,7,2007,WD,Normal,137000
1277,60,RL,,13000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1980,13000,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,BLQ,13000,Unf,13000,,,GasA,TA,Y,SBrkr,800,700,13000,13000,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980,Unf,2,13000,TA,TA,Y,13000,,13000,13000,13000,13000,,0,12,2009,WD,Normal,162000
1278,80,RL,,18000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1970,18000,Gable,CompShg,HdBoard,HdBoard,BrkFace,400,TA,TA,CBlock,Gd,TA,Av,ALQ,18000,Unf,18000,,,GasA,Fa,Y,SBrkr,1800,0,18000,18000,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1970,RFn,2,18000,TA,TA,Y,18000,,18000,18000,18000,18000,,0,6,2009,WD,Normal,197900
1280,50,C (all),60,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,8000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,8000,Unf,8000,100,100,GasA,TA,Y,FuseA,700,500,8000,8000,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1980,RFn,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,4,2010,COD,Abnorml,68400
73,60,RL,80,11000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,11000,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,TA,TA,PConc,Gd,TA,No,Unf,11000,Unf,11000,100,100,GasA,Gd,Y,SBrkr,900,900,11000,11000,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,12,2009,WD,Normal,185000
1281,20,RL,70,10000,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,10000,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,No,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1600,0,10000,10000,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2010,RFn,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,3,2009,WD,Normal,227000
1282,20,RL,50,9000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,9000,Hip,CompShg,HdBoard,HdBoard,BrkFace,100,TA,TA,CBlock,Gd,TA,No,ALQ,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,1400,0,9000,9000,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990,Fin,2,9000,Gd,Gd,Y,9000,100,9000,9000,9000,9000,,0,7,2006,WD,Normal,180000
264,50,RM,50,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1930,6000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,6000,ALQ,6000,100,100,GasA,TA,Y,SBrkr,1000,0,6000,6000,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1980,Unf,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,4,2010,WD,Normal,130000
1283,20,RL,70,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1980,9000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,LwQ,9000,Rec,9000,100,100,GasA,TA,Y,SBrkr,1100,0,9000,9000,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1980,Unf,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,9,2009,WD,Normal,150500
1285,50,RL,50,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1920,10000,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1700,800,10000,10000,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1970,Unf,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,3,2010,WD,Normal,169000
160,60,RL,140,20000,Pave,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2010,20000,Gable,CompShg,VinylSd,VinylSd,BrkFace,500,Gd,TA,PConc,Gd,TA,Mn,GLQ,20000,Unf,20000,200,200,GasA,Ex,Y,SBrkr,1400,1100,20000,20000,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2010,RFn,2,20000,TA,TA,Y,20000,200,20000,20000,20000,20000,,0,3,2006,New,Partial,320000
1287,20,RL,,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1970,10000,Hip,CompShg,HdBoard,HdBoard,BrkFace,500,TA,TA,CBlock,TA,TA,No,ALQ,10000,Rec,10000,,,GasA,TA,Y,SBrkr,1400,0,10000,10000,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1970,Unf,2,10000,TA,TA,Y,10000,,10000,10000,10000,10000,,0,6,2010,WD,Normal,143000
1288,20,RL,,37000,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1970,37000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,700,TA,Gd,CBlock,TA,TA,Av,Rec,37000,Unf,37000,,,GasA,Fa,Y,SBrkr,1600,0,37000,37000,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1970,Unf,2,37000,TA,TA,N,37000,,37000,37000,37000,37000,,0,6,2006,WD,Normal,190000
1289,120,RL,40,6000,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,6000,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,6000,Unf,6000,100,100,GasA,Ex,Y,SBrkr,1700,0,6000,6000,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000,Fin,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,10,2009,WD,Normal,278000
1293,70,RM,60,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1900,7000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,7000,Unf,7000,100,100,GasA,TA,N,SBrkr,1400,1000,7000,7000,0,0,2,0,4,2,TA,11,Min2,0,,Attchd,1990,RFn,1,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,,0,12,2009,WD,Normal,107500
1294,60,RL,80,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1980,11000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,11000,Unf,11000,100,100,GasA,TA,Y,SBrkr,900,900,11000,11000,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1980,RFn,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,GdWo,0,3,2006,WD,Normal,162900
1295,20,RL,60,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1960,9000,Hip,CompShg,WdShing,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,900,0,9000,9000,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1960,Unf,2,9000,TA,TA,N,9000,100,9000,9000,9000,9000,,0,4,2006,WD,Normal,115000
1296,20,RL,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Feedr,Norm,1Fam,1Story,5,5,1970,9000,Hip,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,CBlock,TA,TA,Av,BLQ,9000,Unf,9000,100,100,GasA,Gd,Y,SBrkr,1100,0,9000,9000,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1970,RFn,1,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,GdWo,0,11,2006,WD,Normal,138500
